학원명,정원합계,도로명주소,Latitude,Longitude,도로명상세주소
그림아트스튜디오강서염창점미술교습소,3,서울특별시 강서구 양천로67길 99,37.5555315,126.8713121,/ 리첸빌딩 2층일부 (염창동)
그림아트우장산미술교습소,35,서울특별시 강서구 강서로46길 43,37.5508345,126.8388895,1층 일부 (내발산동)
그림일기스튜디오미술교습소,16,서울특별시 강서구 마곡중앙1로 20,37.5591978,126.8260763,/ 223호 (마곡동/ 마곡 M시그니처)
그림정원미술교습소,32,서울특별시 강서구 마곡중앙1로 20,37.5591978,126.8260763,/ 201호 (마곡동/ 마곡 M시그니처)
그림친구미술교습소,24,서울특별시 강서구 방화대로34길 57,37.5703097,126.8195811,1층 일부 (방화동)
길갈드럼교습소,3,서울특별시 강서구 공항대로41길 66,37.5605876,126.8465649,/ 세신등촌종합상가 401호 (등촌동/세신종합상가)
김경아피아노교습소,12,서울특별시 강서구 양천로 613-1,37.5548924,126.8663001,2층 2호 (염창동)
김선생국어교습소,12,서울특별시 강서구 양천로69길 58,37.554456,126.8729524,/ 상가동 307호 일부 (염창동/ 염창동아아파트)
김쌤수학교습소,24,서울특별시 강서구 공항대로53길 37,37.5550706,126.8603862,/ 1층 일부 (등촌동)
김영은음악교습소,5,서울특별시 강서구 우장산로2길 5,37.5543875,126.8378158,/ 1층일부 (내발산동)
김윤주국어교습소,7,서울특별시 강서구 금낭화로 145,37.5782534,126.8127841,에어뷰21-1 오피스텔207호 (방화동)
김이희피아노교습소,17,서울특별시 강서구 허준로 176,37.561996,126.8571387,/ 상가동 205호 (가양동/ 가양도시개발공사아파트(가양8단지아파트))
김태희이화음악교습소,20,서울특별시 강서구 양천로24길 63,37.5704411,126.8155197,/ 2층 일부 (방화동)
김호정음악교습소,15,서울특별시 강서구 곰달래로31가길 37,37.5321628,126.8534078,/ B01호 (화곡동/ 수정하이빌)
꼬마뜨미술교습소,18,서울특별시 강서구 화곡로13길 107,37.5443631,126.8315655,/ 상가씨동 205호 (화곡동/ 화곡푸르지오)
꼬마엔젤음악교습소,25,서울특별시 강서구 화곡로24길 40,37.5391434,126.8388695,2층 일부 (화곡동)
꿈꾸는미술교습소,18,서울특별시 강서구 공항대로41길 65,37.5607165,126.8461057,/ 504-1호 (등촌동/ 그랜드종합상가)
꿈꾸는음악교습소,92,서울특별시 강서구 마곡중앙1로 26,37.5591978,126.8260763,/ 409호 (마곡동/ 마곡엠리체)
꿈뜰아트미술교습소,60,서울특별시 강서구 양천로69길 58,37.554456,126.8729524,/ 상가동 307호 일부 (염창동/ 염창동아아파트)
꿈이자라는피아노교습소,25,서울특별시 강서구 까치산로26길 14,37.5504661,126.8527336,1층 (화곡동)
꿈피아노음악교습소,31,서울특별시 강서구 금낭화로 167,37.5806886,126.8127613,개화A상가203호중일부 (방화동)
끌레르미술교습소,18,서울특별시 강서구 곰달래로25길 17,37.5314652,126.8489415,101호 일부 (화곡동)
나노수학교습소,108,서울특별시 강서구 가로공원로84길 7,37.5371343,126.8403512,/ 1층 (화곡동)
나봄수학교습소,60,서울특별시 강서구 강서로 348,37.5560356,126.840219,/ 511호 (내발산동/ 우장산힐스테이트)
나오미영어교습소,30,서울특별시 강서구 등촌로39길 31,37.5458529,126.8605526,/ 1층일부 (등촌동)
남형수학교습소,8,서울특별시 강서구 강서로45길 45,37.5478316,126.8336128,/ 2층 (화곡동)
내발산하연과학교습소,16,서울특별시 강서구 우장산로4길 83,37.5508575,126.8384806,/ 2층일부 (내발산동)
노엘피아노교습소,60,서울특별시 강서구 양천로67길 54,37.5558231,126.8693996,염창2차우성A상가동 201호 (염창동)
놀작늘봄미술교습소,16,서울특별시 강서구 마곡중앙1로 10,37.5591978,126.8260763,/ 217호 (마곡동/ 마곡역 한일 노벨리아타워)
뉴마스터수학교습소,70,서울특별시 강서구 곰달래로31길 45,37.5328989,126.8510862,외 1필지 양림아트빌 102호 (화곡동)
뉴미래영어교습소,15,서울특별시 강서구 강서로45라길 59,37.5503738,126.8342986,1층 103호 (내발산동)
뉴브리즈음악교습소,30,서울특별시 강서구 공항대로 140,37.5593177,126.8228149,/ 마곡엠밸리12단지판매시설2동(1201동)111호일부 (마곡동)
뉴소리샘피아노음악교습소,20,서울특별시 강서구 초록마을로7길 19,37.5434532,126.8476233,1층 일부 (화곡동)
뉴예은피아노교습소,20,서울특별시 강서구 공항대로8길 49,37.5587426,126.8124215,/ 1층 102호 (공항동/ 에덴맨션)
뉴이화음악교습소,25,서울특별시 강서구 강서로 532,37.5720843,126.8432033,제상가동 207호 (가양동)
뉴현대음악교습소,20,서울특별시 강서구 양천로75길 57,37.5527629,126.8750275,현대A상가동 302호 (염창동)
능률주니어랩화곡6영어교습소,35,서울특별시 강서구 월정로 182,37.5348775,126.8355288,202호 203호 (화곡동)
다니엘피아노교습소,20,서울특별시 강서구 강서로47라길 41,37.551235,126.8328162,2층 (내발산동)
다빈치스쿨미술교습소,42,서울특별시 강서구 양천로69길 58,37.554456,126.8729524,동아아파트 상가 208호 (염창동)
다빈치화실미술교습소,56,서울특별시 강서구 양천로67길 32,37.555035,126.8689633,신동아(아) 상가동 203호 (염창동)
다예피아노교습소,24,서울특별시 강서구 곰달래로49길 136,37.5368651,126.854224,(화곡동)
다오른수학교습소,72,서울특별시 강서구 강서로 311,37.5535524,126.8363723,/ 3층 일부 (내발산동)
달빛미술교습소,12,서울특별시 강서구 금낭화로23길 25,37.5783299,126.8110723,/ 상가동 104호 (방화동/ 방화6단지도시개발아파트)
달아트스튜디오미술교습소,27,서울특별시 강서구 공항대로41길 65,37.5607165,126.8461057,/ 2층201-1호 (등촌동/ 그랜드종합상가)
담마잉글리쉬영어교습소,25,서울특별시 강서구 금낭화로 145,37.5782534,126.8127841,/ 에어뷰 21-1오피스텔 219호 (방화동)
대치3프로수학교습소,15,서울특별시 강서구 곰달래로33길 62,37.5336768,126.8519454,/ 1층일부 (화곡동)
대치국어논술교습소,16,서울특별시 강서구 우장산로2길 15,37.5540659,126.8377371,/ 2층 일부 (내발산동)
더뉴영어교습소,12,서울특별시 강서구 공항대로41길 66,37.5605876,126.8465649,/ 3층309호 (등촌동/ 세신등촌종합상가)
더래빗수학교습소,18,서울특별시 강서구 공항대로41길 66,37.5605876,126.8465649,/ 204호 (등촌동/ 세신등촌종합상가)
더브레인수학교습소,24,서울특별시 강서구 곰달래로35길 17,37.531988,126.8534026,/ 1층 1호 (화곡동)
더브레인영어교습소,15,서울특별시 강서구 공항대로 124,37.5592681,126.8208793,/ 마곡엠밸리11단지업무시설동 1105-104호 (마곡동/ 마곡엠밸리11단지)
더오름수학교습소,59,서울특별시 강서구 마곡중앙로 59-21,37.5591978,126.8260763,/ 322호 (마곡동/ 에이스타워2)
더조은음악교습소,25,서울특별시 강서구 곰달래로31길 24,37.5319175,126.8514372,1층 일부 (화곡동)
더프리머스영어교습소,6,서울특별시 강서구 까치산로26길 7,37.5507794,126.8527051,/ 3층 일부 (화곡동/ 미래빌딩)
더피아니스트음악교습소,22,서울특별시 강서구 수명로1길 110,37.5529465,126.8250463,택지개발지구 마곡수명산파크 3단지상가 204호 (내발산동)
도담수학교습소,108,서울특별시 강서구 강서로56나길 110,37.5635275,126.8434171,/ 부영아파트상가동 3층304호 (등촌동/ 부영아파트)
도레미피아노교습소,20,서울특별시 강서구 양천로67길 32,37.555035,126.8689633,신동아아파트 상가동 204호 (염창동)
도이치뮤지크음악교습소,10,서울특별시 강서구 양천로 23,37.572758,126.8063475,2층 일부 (방화동)
동아미술교습소,27,서울특별시 강서구 양천로69길 58,37.554456,126.8729524,염창동 동부A상가 306호 (염창동)
동화그리는아이미술교습소,6,서울특별시 강서구 강서로 348,37.5560356,126.840219,/ 상가2동 107호 (내발산동/ 우장산힐스테이트)
동화숲배움나무논술교습소,10,서울특별시 강서구 강서로50길 72,37.5547731,126.8405634,/ 상가 101동 306호 (내발산동/ 신세계아파트3차)
두빛나래수학교습소,36,서울특별시 강서구 곰달래로49길 76,37.5347407,126.856378,/ 칭찬근린상가2/ 3층 (화곡동)
드로잉아지트미술교습소,4,서울특별시 강서구 금낭화로23길 8,37.5795421,126.8121795,/ 203호 (방화동)
드림위드피아노교습소,8,서울특별시 강서구 공항대로41길 66,37.5605876,126.8465649,/ 4층402호 (등촌동/ 세신등촌종합상가)
등촌리드앤톡영어교습소,28,서울특별시 강서구 공항대로41길 50,37.5598495,126.846084,/ 506호 (등촌동/ 보고시티프라자)
등촌바하음악교습소,15,서울특별시 강서구 공항대로41길 51,37.5601978,126.8457639,/ 706호 (등촌동)
등촌브레이닝(BRAINING)수학교습소,30,서울특별시 강서구 공항대로41길 51,37.5601978,126.8457639,/ 412호 (등촌동)
등촌소리엘음악교습소,25,서울특별시 강서구 등촌로39길 46,37.5465116,126.8602834,1층 일부 (등촌동)
등촌원어민중국어교습소,35,서울특별시 강서구 공항대로41길 51,37.5601978,126.8457639,세신그린코아 714호 (등촌동)
등촌플라톤논술교습소,78,서울특별시 강서구 공항대로41길 66,37.5605876,126.8465649,/ 6층 602호 (등촌동/ 세신등촌종합상가)
뚜띠피아노교습소,20,서울특별시 강서구 마곡중앙로 59-21,37.5591978,126.8260763,/ 423호 (마곡동/ 에이스타워2)
라라(RARA)피아노교습소,10,서울특별시 강서구 곰달래로31길 8,37.5331138,126.851339,/ 5층일부 (화곡동)
라라키즈가든꽃꽂이교습소,9,서울특별시 강서구 마곡중앙1로 20,37.5591978,126.8260763,/ 421호 (마곡동)
라라피카소미술교습소,18,서울특별시 강서구 수명로2길 105,37.552046,126.8271858,/ 203호 (내발산동/ 마곡수명산파크5단지상가)
라온수학교습소,27,서울특별시 강서구 강서로68길 12,37.5661771,126.8415424,/ 3층 일부 (등촌동/ 인방빌딩)
라온피아노음악교습소,15,서울특별시 강서구 곰달래로33길 37,37.5325964,126.8515683,/ 1층일부 (화곡동/ 백운 인베스트 빌)
란쌤수학교습소,15,서울특별시 강서구 공항대로 140,37.5593177,126.8228149,/ 업무시설2동 207호 (마곡동/ 마곡엠밸리12단지)
랑아미술교습소,12,서울특별시 강서구 금낭화로 135,37.5774208,126.812426,/ 331호 (방화동/ 금강프라자빌딩)
랭귀지앤드비욘드영어교습소,20,서울특별시 강서구 강서로 254,37.5484157,126.8367396,/ 상가동 403호일부 (화곡동/ 우장산 아이파크 이편한세상)
레가토바이올린교습소,8,서울특별시 강서구 강서로 532,37.5720843,126.8432033,/ 109호 상가동 (가양동/ 동신아파트/대아아파트)
레인보우아트미술교습소,6,서울특별시 강서구 화곡로44나길 58,37.5493331,126.8505578,/ 2층 (화곡동)
로봇멘토과학교습소,45,서울특별시 강서구 공항대로41길 66,37.5605876,126.8465649,세신종합상가 5층 509호 (등촌동)
로지컬과학교습소,10,서울특별시 강서구 공항대로41길 51,37.5601978,126.8457639,/ 8층810호 (등촌동/ 세신그린코아빌딩)
류클라리넷플룻음악교습소,12,서울특별시 강서구 공항대로41길 51,37.5601978,126.8457639,/ 세신그린코아 219호 (등촌동)
르블루아뜰리에미술교습소,72,서울특별시 강서구 강서로46길 47,37.5508505,126.8390545,/ 1층 일부 (내발산동/ 동산빌딩)
리더투리더영어교습소,90,서울특별시 강서구 우현로 9,37.5467929,126.8442608,/ 3층 (화곡동)
리드나인영어교습소,78,서울특별시 강서구 공항대로41길 66,37.5605876,126.8465649,/ 403호 (등촌동/ 세신등촌종합상가)
리드나인주니어영어교습소,24,서울특별시 강서구 공항대로41길 51,37.5601978,126.8457639,/ 414호 (등촌동/ 세신그린코아빌딩)
리드앤톡강서발산영어교습소,15,서울특별시 강서구 마곡중앙1로 20,37.5591978,126.8260763,/ 314호 (마곡동/ 마곡 M시그니처)
리드인독서공진점논술교습소,45,서울특별시 강서구 마곡중앙1로 20,37.5591978,126.8260763,/ 206호 (마곡동/ 마곡 M시그니처)
리드인독서논술교습소,40,서울특별시 강서구 강서로45길 118,37.5504049,126.8316986,/ 1층 일부 (내발산동)
리드인독서논술염경논술교습소,32,서울특별시 강서구 양천로69길 58,37.554456,126.8729524,/ 309호 310호 (염창동/ 염창동아아파트)
리드인독서논술우장산점논술교습소,28,서울특별시 강서구 우현로 9,37.5467929,126.8442608,/ 1층 일부 (화곡동)
리드인마곡독서논술교습소,36,서울특별시 강서구 방화대로34길 73,37.5706608,126.8203623,/ 4층 (방화동)
리드인염동논술교습소,36,서울특별시 강서구 양천로75길 7,37.5500827,126.8750678,/ 3층 일부 (염창동/ 유니빌딩)
리드인염창독서논술교습소,45,서울특별시 강서구 양천로 646-31,37.5519446,126.8681295,/ 1층 일부 (염창동)
리드인화곡점독서논술교습소,18,서울특별시 강서구 초록마을로 37,37.5427391,126.8469305,/ 201호 (화곡동)
리딩버디영어교습소,32,서울특별시 강서구 양천로67길 77,37.5558806,126.8707885,/ 상가동 202호 (염창동/염창동우성아파트)
리딩빌영어교습소,36,서울특별시 강서구 공항대로65길 65,37.5504932,126.8706842,/ 2층 (염창동)
리딩패스웨이즈영어교습소,32,서울특별시 강서구 강서로 532,37.5720843,126.8432033,/ 상가동 204호 (가양동/동신아파트 대아아파트)
리쌤수학교습소,9,서울특별시 강서구 방화대로7길 29,37.5560491,126.8145388,/ 2층 일부 (공항동)
리틀다빈치미술교습소,54,서울특별시 강서구 양천로 108,37.5731149,126.8157501,/ 5층 일부 (방화동/은천빌딩A)
리틀벗그레이트미술교습소,9,서울특별시 강서구 금낭화로 287-19,37.5772126,126.8103621,/ 상가1동 201호 (방화동/ 방화5단지아파트)
리틀엔젤미술교습소,56,서울특별시 강서구 공항대로55길 14,37.5536731,126.8609485,/ 1층 일부 (등촌동)
리틀필즈창의수학교습소,12,서울특별시 강서구 공항대로38길 73,37.5571881,126.8416974,/ 2층 일부 (내발산동)
린기타우쿨렐레음악교습소,10,서울특별시 강서구 마곡중앙2로 35,37.5591978,126.8260763,/ 707호 (마곡동/ 이너매스마곡Ⅱ)
마곡공진해법영어교습소,27,서울특별시 강서구 공항대로 140,37.5593177,126.8228149,/ 마곡엠벨리12단지 판매시설3동(1202동) 112호 (마곡동)
마곡꿈꾸는음악교습소,128,서울특별시 강서구 마곡중앙1로 26,37.5591978,126.8260763,/ 405호 (마곡동/ 엠리체)
마곡엠밸리필아트미술교습소,10,서울특별시 강서구 마곡서1로 146,37.5553732,126.8181236,/ 상가동 105호 (마곡동/ 마곡엠밸리2단지)
마곡킹스수학교습소,35,서울특별시 강서구 마곡중앙1로 14,37.5591978,126.8260763,/ 302호 일부 (마곡동/ M밸리 W-TOWER Ⅳ)
마곡킹스영어교습소,32,서울특별시 강서구 마곡중앙1로 14,37.5591978,126.8260763,/ 302호 일부 (마곡동/ M밸리 W-TOWER Ⅳ)
마곡필아트미술교습소,10,서울특별시 강서구 공항대로 140,37.5593177,126.8228149,/ 마곡엠벨리12단지 판매시설2동(1201동) 110호 (마곡동)
마더수학교습소,6,서울특별시 강서구 강서로50길 72,37.5547731,126.8405634,/ 101동 406호 (내발산동/ 신세계아파트3차)
마루아트미술교습소,36,서울특별시 강서구 수명로1길 16,37.5512027,126.8232041,/ 상가동 204호 (내발산동)
마리음악교습소,4,서울특별시 강서구 까치산로27길 6,37.5517908,126.852384,/ 101호 (화곡동/ 마리빌리지)
마마젬마심리미술교습소,54,서울특별시 강서구 공항대로41길 52,37.5600127,126.8461878,/ 4층 일부 (등촌동/ 버들빌딩)
마음더하기미술그림속너의이야기미술교습소,5,서울특별시 강서구 화곡로13길 107,37.5443631,126.8315655,/ 상가 에이동 114호 (화곡동/ 화곡푸르지오)
마이뮤직음악교습소,61,서울특별시 강서구 공항대로39길 100,37.562539,126.8465439,/ 상가동 202호 (등촌동/ 대림아파트)
마이수학교습소,15,서울특별시 강서구 수명로 82,37.5534272,126.8264511,/ 201-1호 (내발산동/ 발산로얄타워)
마인드맵씨앗샘국어교습소,42,서울특별시 강서구 양천로 674,37.5512282,126.8711315,/ 2층 일부 (염창동)
마테마수학교습소,60,서울특별시 강서구 양천로59길 46,37.5610012,126.8600118,/ 2층 일부 (가양동/ 대일빌딩)
마티스의노랑고양이아뜰리에미술교습소,45,서울특별시 강서구 강서로45길 110,37.5501531,126.8318338,/ 1층 일부 (내발산동)
맑은소리음악교습소,20,서울특별시 강서구 곰달래로53길 121,37.5362517,126.8560098,(화곡동)
매니저수학교습소,90,서울특별시 강서구 수명로 76,37.5527162,126.8262608,/ 402호 일부 (내발산동/서울메디스테이트빌딩)
매선서화실서예교습소,18,서울특별시 강서구 공항대로4가길 22,37.5603795,126.8118635,/ 1층일부 (공항동)
매쓰마마수학교습소,90,서울특별시 강서구 등촌로39길 63-2,37.5470507,126.8596528,/ 1층 일부 (등촌동/ 더바인 클락타워)
매쓰매스(MassMath)수학교습소,29,서울특별시 강서구 강서로47다길 22,37.5517744,126.8340572,/ 101호 (내발산동/ 해피하우스)
매쓰앤보드수학교습소,63,서울특별시 강서구 마곡중앙1로 20,37.5591978,126.8260763,/ 412호 (마곡동/ 마곡 M시그니처)
매쓰팝놀이수학의힘수학교습소,32,서울특별시 강서구 양천로 497,37.5612647,126.8558686,/ 102호 (가양동/ 강나루2차현대아파트)
맷슨잉글리시(Matson English)영어교습소,63,서울특별시 강서구 양천로67길 77,37.5558806,126.8707885,/ 상가동 301호 (염창동/ 우성1차아파트)
머리가좋아지는바둑교실바둑교습소,84,서울특별시 강서구 금낭화로23길 25,37.5783299,126.8110723,방화6단지도시개발아파트 상가동 305호 (방화동)
멘토제이영어교습소,27,서울특별시 강서구 양천로75길 50,37.5518508,126.8756614,/ 2층 일부 (염창동/ 대운빌딩)
멜팅영어교습소,90,서울특별시 강서구 마곡중앙2로 15,37.5591978,126.8260763,/ 213 (마곡동/마곡테크노타워2)
명문바둑교습소,18,서울특별시 강서구 공항대로41길 65,37.5607165,126.8461057,/ 5층 505호 일부 (등촌동/ 그랜드종합상가)
모네아트미술교습소,8,서울특별시 강서구 화곡로13길 104,37.5445093,126.8332323,/ A-101 일부 (화곡동)
모아미술창작소미술교습소,45,서울특별시 강서구 화곡로13길 100,37.5443904,126.8330486,/ 2층 (화곡동)
목동영어교습소,70,서울특별시 강서구 공항대로 382,37.5554767,126.8484772,/ 203호 일부 (화곡동/ 우장산롯데캐슬아파트)
목동테솔해법영어교습소,6,서울특별시 강서구 양천로73가길 18,37.5508646,126.8733472,/ 1층 일부 (염창동)
목동한스영어교습소,4,서울특별시 강서구 등촌로51가길 15,37.5480287,126.8625904,/ 해태 골든팰리스 217호 (등촌동)
몬스터(Monster)영어교습소,42,서울특별시 강서구 공항대로42길 51-2,37.5554986,126.8430681,/ 201호 (내발산동/ 청우주택)
뮤렉스뮤직아카데미음악교습소,45,서울특별시 강서구 강서로 254,37.5484157,126.8367396,/ 404호 (화곡동/ 우장산 아이파크 이편한세상)
뮤엠영어가양1영어교습소,35,서울특별시 강서구 허준로 176,37.561996,126.8571387,/ 상가동 203호 (가양동/가양도시개발공사아파트)
뮤엠영어교습소,49,서울특별시 강서구 화곡로24길 44,37.5390316,126.8389538,/ 2층 (화곡동/동강서예학원)
뮤엠영어내발산캠퍼스영어교습소,18,서울특별시 강서구 강서로46길 43,37.5508345,126.8388895,/ 1층 (내발산동)
뮤엠영어등촌캠퍼스영어교습소,126,서울특별시 강서구 공항대로39길 100,37.562539,126.8465439,/ 등촌대림아파트상가 203호 (등촌동/ 대림아파트)
뮤엠영어발산영어교습소,21,서울특별시 강서구 강서로 348,37.5560356,126.840219,/ 상가2동 105호 (내발산동/ 우장산힐스테이트)
뮤엠영어발산초영어교습소,40,서울특별시 강서구 강서로45길 118,37.5504049,126.8316986,/ 1층 일부 (내발산동)
뮤엠영어방화역영어교습소,48,서울특별시 강서구 금낭화로 145,37.5782534,126.8127841,/ 217호 (방화동/ 에어뷰21-1오피스텔)
뮤엠영어수명산점영어교습소,72,서울특별시 강서구 수명로 68-11,37.5522512,126.8265295,/ 702호 (내발산동/ 발산타워)
뮤엠영어신정교습소,36,서울특별시 강서구 곰달래로33가길 35,37.5319538,126.8530365,/ 1층일부 (화곡동)
뮤엠영어토론토캠퍼스영어교습소,14,서울특별시 강서구 까치산로4길 35,37.5413282,126.8451847,/ 2층 (화곡동)
뮤엠영어피닉스영어교습소,60,서울특별시 강서구 곰달래로53길 128,37.5366319,126.8559146,/ 101호 (화곡동)
뮤엠영어화곡푸르지오영어교습소,56,서울특별시 강서구 화곡로13길 107,37.5443631,126.8315655,/ 상가에이동 202호 (화곡동/ 화곡푸르지오)
뮤즈연세음악교습소,64,서울특별시 강서구 공항대로 382,37.5554767,126.8484772,우장산롯데낙천대아파트 상가동 302호 (화곡동)
뮤즈음악교습소,20,서울특별시 강서구 양천로 691-7,37.5506247,126.8732263,/ 201호 (염창동/ 주원베르빌)
뮤즈이화음악교습소,24,서울특별시 강서구 우현로 26,37.5480734,126.8431716,/ 우장산에스케이뷰 101동 비104호 (화곡동/우장산 에스케이 뷰)
뮤직앤스토리음악교습소,24,서울특별시 강서구 강서로46길 39,37.5508448,126.8386585,1층 일부 (내발산동)
뮤직트리음악교습소,17,서울특별시 강서구 마곡중앙3로 74,37.5591978,126.8260763,/ 상가 202호 (마곡동/마곡힐스테이트아파트)
미술공간미술교습소,49,서울특별시 강서구 방화대로7길 40,37.556165,126.8139699,/ 1층 일부 (공항동)
미아넷영어교습소,12,서울특별시 강서구 강서로16길 88,37.5334881,126.851076,/ 1층 일부 (화곡동)
미예뜰미술교습소,14,서울특별시 강서구 공항대로41길 51,37.5601978,126.8457639,세신그린코아 5층 507호 (등촌동)
민스뮤직바이올린플루트음악교습소,12,서울특별시 강서구 강서로 242,37.547226,126.8367128,/ 217호 (화곡동/ 강서힐스테이트)
바른길수학교습소,56,서울특별시 강서구 공항대로41길 50,37.5598495,126.846084,/ 501호 (등촌동/ 보고시티프라자)
바흐음악교습소,30,서울특별시 강서구 강서로16길 88,37.5334881,126.851076,(화곡동)
바흐피아노교습소,15,서울특별시 강서구 가로공원로84길 7,37.5371343,126.8403512,(화곡동)
박규선전문과학교습소,70,서울특별시 강서구 강서로 327,37.555001,126.8368036,/ 5층일부 (내발산동/ 원영빌딩)
박미란수학교습소,18,서울특별시 강서구 마곡중앙로 59-17,37.5591978,126.8260763,/ 207호 (마곡동/ 류마타워2)
방화뮤엠영어교습소,90,서울특별시 강서구 양천로14길 66,37.570304,126.8091476,/ 2층 좌측 (방화동)
방화베스트해법영어교습소,35,서울특별시 강서구 양천로14길 118,37.5681192,126.8082734,/ 201호 일부 (방화동/ 방화3차우림필유 상가동)
배움수학교습소,36,서울특별시 강서구 월정로30길 80,37.5351368,126.8401796,/ 1층 일부 (화곡동)
배움찬수학교습소,12,서울특별시 강서구 강서로45길 41,37.5476448,126.8337719,/ 501호 일부 (화곡동/ 수명연립및수명연립덕현상가)
백합피아노음악교습소,40,서울특별시 강서구 양천로 601,37.5556228,126.8654244,/ 3층 일부 (염창동)
버클리기타교습소,15,서울특별시 강서구 공항대로 269-15,37.5593184,126.8374706,/ 204호 일부 (마곡동/ 힐스테이트 에코 마곡)
버클리실용음악교습소,44,서울특별시 강서구 공항대로 269-15,37.5593184,126.8374706,/ 204호 일부 (마곡동/ 힐스테이트 에코 마곡)
